E_A#27 / keV,N_A#27,E_A#36 / keV,N_A#36,E_A#37 / keV,N_A#37,E_A#38 / keV,N_A#38,E_A#39 / keV,N_A#39,E_A#40 / keV,N_A#40,E_A#41 / keV,N_A#41,E_A#43 / keV,N_A#43
655.7,135,655.7,148,655.7,131,655.7,141,655.7,136,655.7,149,655.7,172,655.7,134
658.5,156,658.5,159,658.5,159,658.5,144,658.5,144,658.5,150,658.5,165,658.5,155
661.3,161,661.3,186,661.3,155,661.3,155,661.3,146,661.3,167,661.3,168,661.3,160
664.2,166,664.2,154,664.2,154,664.2,172,664.2,149,664.2,175,664.2,154,664.2,167
667,156,667,167,667,162,667,170,667,166,667,163,667,206,667,186
669.8,161,669.8,155,669.8,151,669.8,161,669.8,190,669.8,162,669.8,162,669.8,180
672.7,171,672.7,174,672.7,190,672.7,153,672.7,146,672.7,182,672.7,167,672.7,163
675.5,143,675.5,145,675.5,169,675.5,180,675.5,170,675.5,166,675.5,158,675.5,155
678.3,175,678.3,140,678.3,170,678.3,165,678.3,145,678.3,160,678.3,161,678.3,164
681.2,162,681.2,159,681.2,146,681.2,149,681.2,158,681.2,172,681.2,149,681.2,168
684,152,684,141,684,130,684,159,684,152,684,107,684,160,684,148
686.9,139,686.9,122,686.9,136,686.9,154,686.9,146,686.9,130,686.9,155,686.9,123
689.7,131,689.7,118,689.7,132,689.7,104,689.7,128,689.7,131,689.7,109,689.7,134
692.5,95,692.5,104,692.5,100,692.5,118,692.5,132,692.5,107,692.5,121,692.5,102
695.4,96,695.4,92,695.4,111,695.4,108,695.4,122,695.4,104,695.4,100,695.4,102
698.2,74,698.2,54,698.2,79,698.2,87,698.2,87,698.2,75,698.2,88,698.2,84
701,81,701,58,701,75,701,75,701,81,701,70,701,92,701,64
703.9,61,703.9,51,703.9,68,703.9,76,703.9,70,703.9,66,703.9,80,703.9,77
706.7,66,706.7,47,706.7,63,706.7,57,706.7,54,706.7,64,706.7,55,706.7,61
709.6,54,709.6,41,709.6,36,709.6,49,709.6,52,709.6,41,709.6,58,709.6,63
712.4,42,712.4,31,712.4,39,712.4,45,712.4,35,712.4,44,712.4,49,712.4,63
715.2,29,715.2,33,715.2,45,715.2,39,715.2,42,715.2,48,715.2,35,715.2,40
718.1,38,718.1,30,718.1,25,718.1,28,718.1,44,718.1,32,718.1,60,718.1,49
720.9,41,720.9,32,720.9,32,720.9,39,720.9,38,720.9,27,720.9,30,720.9,34
723.7,39,723.7,36,723.7,37,723.7,24,723.7,38,723.7,36,723.7,29,723.7,30
726.6,48,726.6,23,726.6,21,726.6,39,726.6,34,726.6,31,726.6,27,726.6,28
729.4,38,729.4,19,729.4,23,729.4,17,729.4,28,729.4,29,729.4,44,729.4,26
732.2,24,732.2,21,732.2,30,732.2,29,732.2,27,732.2,28,732.2,20,732.2,21
735.1,32,735.1,22,735.1,16,735.1,27,735.1,31,735.1,28,735.1,27,735.1,39
737.9,30,737.9,16,737.9,20,737.9,28,737.9,26,737.9,29,737.9,20,737.9,27
740.8,29,740.8,22,740.8,22,740.8,26,740.8,34,740.8,26,740.8,35,740.8,39
743.6,33,743.6,21,743.6,16,743.6,28,743.6,32,743.6,31,743.6,25,743.6,26
746.4,21,746.4,20,746.4,32,746.4,18,746.4,22,746.4,27,746.4,18,746.4,29
749.3,25,749.3,25,749.3,39,749.3,22,749.3,25,749.3,23,749.3,26,749.3,24
752.1,29,752.1,9,752.1,20,752.1,30,752.1,26,752.1,22,752.1,26,752.1,36
754.9,31,754.9,30,754.9,30,754.9,33,754.9,27,754.9,32,754.9,19,754.9,35
757.8,20,757.8,14,757.8,20,757.8,31,757.8,24,757.8,29,757.8,31,757.8,31
760.6,29,760.6,19,760.6,18,760.6,24,760.6,29,760.6,24,760.6,37,760.6,39
763.4,28,763.4,17,763.4,19,763.4,17,763.4,24,763.4,31,763.4,32,763.4,33
766.3,26,766.3,14,766.3,23,766.3,30,766.3,31,766.3,28,766.3,23,766.3,32
769.1,20,769.1,19,769.1,22,769.1,32,769.1,18,769.1,24,769.1,22,769.1,34
772,33,772,15,772,15,772,18,772,30,772,29,772,27,772,26
774.8,34,774.8,13,774.8,25,774.8,19,774.8,19,774.8,27,774.8,33,774.8,26
777.6,29,777.6,16,777.6,28,777.6,33,777.6,26,777.6,32,777.6,20,777.6,28
780.5,21,780.5,13,780.5,28,780.5,25,780.5,34,780.5,26,780.5,36,780.5,27
783.3,34,783.3,22,783.3,24,783.3,29,783.3,26,783.3,23,783.3,38,783.3,27
786.1,33,786.1,26,786.1,16,786.1,34,786.1,25,786.1,26,786.1,18,786.1,27
789,23,789,20,789,19,789,20,789,28,789,26,789,38,789,29
791.8,27,791.8,18,791.8,18,791.8,20,791.8,30,791.8,28,791.8,27,791.8,41
794.6,24,794.6,18,794.6,26,794.6,25,794.6,33,794.6,28,794.6,31,794.6,28
797.5,29,797.5,14,797.5,18,797.5,28,797.5,29,797.5,31,797.5,22,797.5,25
800.3,32,800.3,23,800.3,27,800.3,30,800.3,25,800.3,24,800.3,18,800.3,42
803.2,26,803.2,24,803.2,22,803.2,29,803.2,27,803.2,32,803.2,27,803.2,16
806,31,806,17,806,24,806,26,806,20,806,25,806,22,806,21
808.8,26,808.8,24,808.8,17,808.8,23,808.8,24,808.8,30,808.8,27,808.8,30
811.7,27,811.7,22,811.7,16,811.7,24,811.7,26,811.7,28,811.7,24,811.7,30
814.5,29,814.5,19,814.5,21,814.5,23,814.5,29,814.5,22,814.5,34,814.5,33
817.3,34,817.3,18,817.3,31,817.3,28,817.3,36,817.3,19,817.3,35,817.3,29
820.2,34,820.2,18,820.2,21,820.2,36,820.2,28,820.2,30,820.2,29,820.2,20
823,26,823,23,823,23,823,19,823,28,823,30,823,32,823,23
825.8,26,825.8,22,825.8,19,825.8,33,825.8,32,825.8,33,825.8,23,825.8,34
828.7,30,828.7,21,828.7,31,828.7,20,828.7,27,828.7,26,828.7,34,828.7,22
831.5,26,831.5,18,831.5,16,831.5,29,831.5,34,831.5,33,831.5,28,831.5,29
834.4,34,834.4,13,834.4,19,834.4,24,834.4,21,834.4,28,834.4,23,834.4,29
837.2,38,837.2,25,837.2,15,837.2,18,837.2,20,837.2,30,837.2,33,837.2,28
840,32,840,13,840,25,840,35,840,26,840,32,840,24,840,31
842.9,29,842.9,19,842.9,17,842.9,30,842.9,23,842.9,30,842.9,33,842.9,37
845.7,25,845.7,21,845.7,24,845.7,27,845.7,25,845.7,28,845.7,23,845.7,32
848.5,23,848.5,14,848.5,33,848.5,21,848.5,21,848.5,23,848.5,29,848.5,24
851.4,28,851.4,19,851.4,14,851.4,22,851.4,20,851.4,28,851.4,24,851.4,28
854.2,25,854.2,15,854.2,18,854.2,23,854.2,20,854.2,30,854.2,25,854.2,27
857,29,857,14,857,23,857,23,857,32,857,22,857,31,857,28
859.9,25,859.9,14,859.9,21,859.9,23,859.9,19,859.9,32,859.9,27,859.9,27
862.7,24,862.7,17,862.7,18,862.7,31,862.7,27,862.7,20,862.7,24,862.7,43
865.6,29,865.6,17,865.6,14,865.6,20,865.6,21,865.6,24,865.6,27,865.6,27
868.4,28,868.4,17,868.4,29,868.4,20,868.4,30,868.4,25,868.4,30,868.4,26
871.2,30,871.2,19,871.2,20,871.2,25,871.2,28,871.2,34,871.2,30,871.2,20
874.1,29,874.1,23,874.1,20,874.1,26,874.1,30,874.1,22,874.1,29,874.1,27
876.9,26,876.9,28,876.9,25,876.9,27,876.9,36,876.9,23,876.9,24,876.9,29
879.7,28,879.7,15,879.7,21,879.7,22,879.7,21,879.7,32,879.7,30,879.7,27
882.6,33,882.6,19,882.6,14,882.6,26,882.6,28,882.6,25,882.6,27,882.6,30
885.4,32,885.4,23,885.4,17,885.4,32,885.4,20,885.4,29,885.4,39,885.4,26
888.2,27,888.2,15,888.2,24,888.2,26,888.2,29,888.2,34,888.2,19,888.2,25
891.1,33,891.1,19,891.1,15,891.1,24,891.1,23,891.1,29,891.1,28,891.1,29
893.9,34,893.9,19,893.9,20,893.9,27,893.9,33,893.9,24,893.9,32,893.9,33
896.8,37,896.8,16,896.8,15,896.8,26,896.8,22,896.8,25,896.8,32,896.8,36
899.6,29,899.6,26,899.6,24,899.6,31,899.6,33,899.6,26,899.6,21,899.6,31
902.4,25,902.4,18,902.4,22,902.4,33,902.4,26,902.4,28,902.4,38,902.4,38
905.3,29,905.3,20,905.3,20,905.3,27,905.3,30,905.3,24,905.3,20,905.3,31
908.1,36,908.1,16,908.1,19,908.1,31,908.1,27,908.1,41,908.1,36,908.1,32
910.9,24,910.9,20,910.9,18,910.9,22,910.9,33,910.9,28,910.9,33,910.9,39
913.8,28,913.8,12,913.8,21,913.8,28,913.8,32,913.8,27,913.8,27,913.8,28
916.6,39,916.6,21,916.6,16,916.6,37,916.6,32,916.6,38,916.6,31,916.6,35
919.4,41,919.4,15,919.4,16,919.4,16,919.4,30,919.4,29,919.4,25,919.4,35
922.3,29,922.3,22,922.3,24,922.3,36,922.3,39,922.3,33,922.3,29,922.3,32
925.1,39,925.1,16,925.1,30,925.1,23,925.1,42,925.1,30,925.1,28,925.1,29
928,24,928,12,928,21,928,26,928,36,928,38,928,26,928,27
930.8,36,930.8,20,930.8,20,930.8,35,930.8,23,930.8,31,930.8,26,930.8,26
933.6,29,933.6,27,933.6,23,933.6,23,933.6,29,933.6,36,933.6,32,933.6,34
936.5,31,936.5,16,936.5,21,936.5,24,936.5,27,936.5,36,936.5,36,936.5,37
939.3,39,939.3,21,939.3,21,939.3,26,939.3,33,939.3,33,939.3,31,939.3,32
942.1,40,942.1,25,942.1,22,942.1,23,942.1,29,942.1,35,942.1,30,942.1,32
945,28,945,24,945,15,945,29,945,28,945,37,945,27,945,31
947.8,41,947.8,15,947.8,19,947.8,25,947.8,40,947.8,30,947.8,39,947.8,30
950.6,35,950.6,20,950.6,25,950.6,35,950.6,36,950.6,39,950.6,31,950.6,31
953.5,35,953.5,14,953.5,17,953.5,25,953.5,37,953.5,26,953.5,28,953.5,36
956.3,36,956.3,25,956.3,20,956.3,21,956.3,29,956.3,24,956.3,43,956.3,36
959.2,40,959.2,11,959.2,22,959.2,27,959.2,42,959.2,16,959.2,35,959.2,37
962,33,962,8,962,32,962,34,962,26,962,25,962,28,962,30
964.8,30,964.8,15,964.8,26,964.8,37,964.8,26,964.8,28,964.8,24,964.8,37
967.7,42,967.7,15,967.7,16,967.7,27,967.7,30,967.7,35,967.7,49,967.7,40
970.5,36,970.5,11,970.5,24,970.5,25,970.5,30,970.5,23,970.5,37,970.5,28
973.3,29,973.3,18,973.3,19,973.3,27,973.3,36,973.3,35,973.3,28,973.3,34
976.2,43,976.2,7,976.2,16,976.2,32,976.2,34,976.2,25,976.2,38,976.2,45
979,36,979,21,979,21,979,25,979,25,979,33,979,35,979,42
981.8,35,981.8,15,981.8,28,981.8,32,981.8,43,981.8,26,981.8,27,981.8,31
984.7,35,984.7,17,984.7,30,984.7,16,984.7,26,984.7,34,984.7,36,984.7,28
987.5,42,987.5,10,987.5,17,987.5,24,987.5,36,987.5,37,987.5,37,987.5,45
990.4,38,990.4,16,990.4,22,990.4,21,990.4,34,990.4,44,990.4,33,990.4,37
993.2,39,993.2,10,993.2,20,993.2,33,993.2,37,993.2,32,993.2,30,993.2,51
996,44,996,19,996,25,996,34,996,20,996,43,996,28,996,33
998.9,31,998.9,22,998.9,17,998.9,33,998.9,17,998.9,25,998.9,32,998.9,48
1001.7,36,1001.7,14,1001.7,25,1001.7,24,1001.7,27,1001.7,36,1001.7,32,1001.7,31
1004.5,32,1004.5,15,1004.5,16,1004.5,27,1004.5,35,1004.5,34,1004.5,28,1004.5,39
1007.4,35,1007.4,12,1007.4,21,1007.4,19,1007.4,45,1007.4,28,1007.4,34,1007.4,36
1010.2,42,1010.2,15,1010.2,16,1010.2,22,1010.2,23,1010.2,25,1010.2,40,1010.2,31
1013,31,1013,26,1013,21,1013,35,1013,35,1013,44,1013,26,1013,26
1015.9,36,1015.9,20,1015.9,17,1015.9,32,1015.9,27,1015.9,32,1015.9,32,1015.9,34
1018.7,30,1018.7,17,1018.7,20,1018.7,26,1018.7,34,1018.7,37,1018.7,32,1018.7,42
1021.6,35,1021.6,20,1021.6,28,1021.6,21,1021.6,26,1021.6,30,1021.6,28,1021.6,43
1024.4,25,1024.4,22,1024.4,16,1024.4,30,1024.4,26,1024.4,40,1024.4,25,1024.4,34
1027.2,32,1027.2,11,1027.2,19,1027.2,26,1027.2,31,1027.2,26,1027.2,24,1027.2,37
1030.1,41,1030.1,18,1030.1,25,1030.1,19,1030.1,36,1030.1,20,1030.1,21,1030.1,26
1032.9,33,1032.9,10,1032.9,16,1032.9,20,1032.9,30,1032.9,32,1032.9,37,1032.9,27
1035.7,33,1035.7,20,1035.7,22,1035.7,22,1035.7,18,1035.7,32,1035.7,34,1035.7,28
1038.6,28,1038.6,10,1038.6,18,1038.6,22,1038.6,17,1038.6,27,1038.6,38,1038.6,35
1041.4,22,1041.4,24,1041.4,22,1041.4,25,1041.4,32,1041.4,19,1041.4,25,1041.4,31
1044.2,37,1044.2,18,1044.2,18,1044.2,25,1044.2,19,1044.2,25,1044.2,27,1044.2,24
1047.1,26,1047.1,13,1047.1,22,1047.1,26,1047.1,31,1047.1,29,1047.1,41,1047.1,21
1049.9,24,1049.9,13,1049.9,26,1049.9,17,1049.9,17,1049.9,26,1049.9,29,1049.9,34
1052.8,20,1052.8,15,1052.8,21,1052.8,19,1052.8,16,1052.8,25,1052.8,15,1052.8,13
1055.6,25,1055.6,12,1055.6,21,1055.6,22,1055.6,32,1055.6,22,1055.6,30,1055.6,24
1058.4,23,1058.4,9,1058.4,8,1058.4,17,1058.4,15,1058.4,19,1058.4,28,1058.4,30
1061.3,27,1061.3,12,1061.3,13,1061.3,17,1061.3,16,1061.3,18,1061.3,18,1061.3,20
1064.1,24,1064.1,11,1064.1,19,1064.1,13,1064.1,33,1064.1,28,1064.1,21,1064.1,19
1066.9,26,1066.9,10,1066.9,12,1066.9,15,1066.9,17,1066.9,17,1066.9,18,1066.9,19
1069.8,28,1069.8,9,1069.8,13,1069.8,19,1069.8,23,1069.8,19,1069.8,16,1069.8,15
1072.6,27,1072.6,7,1072.6,8,1072.6,10,1072.6,18,1072.6,21,1072.6,22,1072.6,15
1075.4,19,1075.4,10,1075.4,21,1075.4,17,1075.4,20,1075.4,14,1075.4,18,1075.4,20
1078.3,29,1078.3,7,1078.3,12,1078.3,14,1078.3,17,1078.3,17,1078.3,12,1078.3,15
1081.1,13,1081.1,7,1081.1,12,1081.1,14,1081.1,9,1081.1,15,1081.1,21,1081.1,8
1084,9,1084,12,1084,13,1084,14,1084,11,1084,24,1084,9,1084,12
1086.8,10,1086.8,8,1086.8,14,1086.8,14,1086.8,13,1086.8,18,1086.8,11,1086.8,17
1089.6,14,1089.6,8,1089.6,11,1089.6,13,1089.6,8,1089.6,17,1089.6,12,1089.6,8
1092.5,12,1092.5,10,1092.5,11,1092.5,12,1092.5,11,1092.5,10,1092.5,11,1092.5,17
1095.3,13,1095.3,12,1095.3,8,1095.3,19,1095.3,17,1095.3,12,1095.3,11,1095.3,15
1098.1,13,1098.1,11,1098.1,5,1098.1,8,1098.1,13,1098.1,11,1098.1,13,1098.1,15
1101,13,1101,11,1101,11,1101,14,1101,13,1101,13,1101,7,1101,19
1103.8,6,1103.8,8,1103.8,8,1103.8,9,1103.8,13,1103.8,17,1103.8,14,1103.8,7
1106.7,5,1106.7,5,1106.7,9,1106.7,11,1106.7,15,1106.7,8,1106.7,8,1106.7,12
1109.5,12,1109.5,5,1109.5,9,1109.5,13,1109.5,7,1109.5,8,1109.5,12,1109.5,12
1112.3,14,1112.3,5,1112.3,6,1112.3,12,1112.3,11,1112.3,15,1112.3,10,1112.3,14
1115.2,14,1115.2,6,1115.2,12,1115.2,11,1115.2,8,1115.2,11,1115.2,7,1115.2,12
1118,11,1118,3,1118,8,1118,14,1118,4,1118,11,1118,6,1118,11
1120.8,7,1120.8,8,1120.8,5,1120.8,6,1120.8,3,1120.8,6,1120.8,4,1120.8,12
1123.7,8,1123.7,9,1123.7,8,1123.7,10,1123.7,6,1123.7,11,1123.7,7,1123.7,10
1126.5,5,1126.5,9,1126.5,7,1126.5,17,1126.5,15,1126.5,13,1126.5,11,1126.5,8
1129.3,9,1129.3,9,1129.3,7,1129.3,6,1129.3,15,1129.3,11,1129.3,8,1129.3,8
1132.2,3,1132.2,8,1132.2,14,1132.2,5,1132.2,12,1132.2,6,1132.2,6,1132.2,7
1135,2,1135,6,1135,7,1135,11,1135,9,1135,6,1135,11,1135,12
1137.9,5,1137.9,5,1137.9,11,1137.9,14,1137.9,9,1137.9,7,1137.9,6,1137.9,9
1140.7,7,1140.7,4,1140.7,12,1140.7,9,1140.7,10,1140.7,4,1140.7,9,1140.7,10
1143.5,12,1143.5,9,1143.5,10,1143.5,10,1143.5,9,1143.5,8,1143.5,13,1143.5,10
1146.4,9,1146.4,7,1146.4,11,1146.4,8,1146.4,11,1146.4,7,1146.4,10,1146.4,4
1149.2,12,1149.2,4,1149.2,4,1149.2,4,1149.2,5,1149.2,12,1149.2,7,1149.2,12
1152,7,1152,3,1152,6,1152,7,1152,5,1152,4,1152,10,1152,7
1154.9,3,1154.9,13,1154.9,7,1154.9,7,1154.9,11,1154.9,11,1154.9,7,1154.9,5
1157.7,14,1157.7,9,1157.7,6,1157.7,7,1157.7,4,1157.7,9,1157.7,13,1157.7,8
1160.5,6,1160.5,6,1160.5,9,1160.5,5,1160.5,7,1160.5,10,1160.5,7,1160.5,13
1163.4,6,1163.4,4,1163.4,11,1163.4,10,1163.4,5,1163.4,3,1163.4,4,1163.4,5
1166.2,7,1166.2,10,1166.2,6,1166.2,7,1166.2,13,1166.2,5,1166.2,9,1166.2,3
1169.1,9,1169.1,5,1169.1,7,1169.1,5,1169.1,10,1169.1,11,1169.1,7,1169.1,3
1171.9,6,1171.9,7,1171.9,11,1171.9,11,1171.9,8,1171.9,9,1171.9,7,1171.9,3
1174.7,4,1174.7,6,1174.7,5,1174.7,5,1174.7,7,1174.7,4,1174.7,9,1174.7,4
1177.6,6,1177.6,10,1177.6,7,1177.6,2,1177.6,6,1177.6,13,1177.6,10,1177.6,6
1180.4,7,1180.4,10,1180.4,5,1180.4,6,1180.4,8,1180.4,7,1180.4,12,1180.4,6
1183.2,6,1183.2,6,1183.2,12,1183.2,7,1183.2,6,1183.2,7,1183.2,8,1183.2,3
1186.1,6,1186.1,3,1186.1,8,1186.1,7,1186.1,13,1186.1,4,1186.1,11,1186.1,8
1188.9,6,1188.9,8,1188.9,9,1188.9,12,1188.9,5,1188.9,7,1188.9,9,1188.9,9
1191.7,9,1191.7,8,1191.7,12,1191.7,5,1191.7,11,1191.7,6,1191.7,9,1191.7,5
1194.6,7,1194.6,9,1194.6,9,1194.6,4,1194.6,9,1194.6,11,1194.6,5,1194.6,7
1197.4,5,1197.4,6,1197.4,10,1197.4,1,1197.4,8,1197.4,6,1197.4,6,1197.4,5
1200.3,11,1200.3,6,1200.3,6,1200.3,8,1200.3,4,1200.3,6,1200.3,11,1200.3,5
1203.1,10,1203.1,8,1203.1,5,1203.1,6,1203.1,9,1203.1,4,1203.1,9,1203.1,7
1205.9,7,1205.9,6,1205.9,6,1205.9,7,1205.9,10,1205.9,8,1205.9,9,1205.9,7
1208.8,8,1208.8,6,1208.8,5,1208.8,8,1208.8,9,1208.8,5,1208.8,8,1208.8,10
1211.6,12,1211.6,9,1211.6,4,1211.6,11,1211.6,12,1211.6,8,1211.6,6,1211.6,3
1214.4,8,1214.4,8,1214.4,11,1214.4,12,1214.4,6,1214.4,7,1214.4,16,1214.4,10
1217.3,13,1217.3,3,1217.3,8,1217.3,8,1217.3,9,1217.3,9,1217.3,7,1217.3,5
1220.1,13,1220.1,11,1220.1,4,1220.1,12,1220.1,5,1220.1,11,1220.1,13,1220.1,11
1222.9,2,1222.9,9,1222.9,12,1222.9,14,1222.9,17,1222.9,10,1222.9,14,1222.9,15
1225.8,15,1225.8,7,1225.8,15,1225.8,11,1225.8,7,1225.8,10,1225.8,10,1225.8,14
1228.6,12,1228.6,6,1228.6,10,1228.6,13,1228.6,11,1228.6,16,1228.6,11,1228.6,17
1231.5,16,1231.5,12,1231.5,21,1231.5,9,1231.5,19,1231.5,16,1231.5,13,1231.5,17
1234.3,17,1234.3,14,1234.3,9,1234.3,12,1234.3,12,1234.3,14,1234.3,17,1234.3,14
1237.1,23,1237.1,13,1237.1,16,1237.1,21,1237.1,30,1237.1,30,1237.1,31,1237.1,22
1240,33,1240,16,1240,12,1240,21,1240,23,1240,22,1240,29,1240,30
1242.8,34,1242.8,24,1242.8,16,1242.8,32,1242.8,25,1242.8,32,1242.8,33,1242.8,32
1245.6,42,1245.6,13,1245.6,22,1245.6,30,1245.6,39,1245.6,35,1245.6,53,1245.6,40
1248.5,57,1248.5,16,1248.5,31,1248.5,34,1248.5,31,1248.5,33,1248.5,52,1248.5,45
1251.3,63,1251.3,32,1251.3,25,1251.3,40,1251.3,42,1251.3,57,1251.3,39,1251.3,58
1254.1,49,1254.1,19,1254.1,29,1254.1,50,1254.1,53,1254.1,48,1254.1,52,1254.1,56
1257,74,1257,22,1257,37,1257,51,1257,53,1257,56,1257,74,1257,67
1259.8,72,1259.8,19,1259.8,57,1259.8,48,1259.8,51,1259.8,71,1259.8,62,1259.8,69
1262.7,84,1262.7,30,1262.7,44,1262.7,56,1262.7,62,1262.7,62,1262.7,90,1262.7,73
1265.5,86,1265.5,33,1265.5,41,1265.5,66,1265.5,61,1265.5,73,1265.5,73,1265.5,78
1268.3,74,1268.3,31,1268.3,41,1268.3,56,1268.3,75,1268.3,91,1268.3,86,1268.3,84
1271.2,103,1271.2,27,1271.2,41,1271.2,59,1271.2,73,1271.2,88,1271.2,89,1271.2,91
1274,112,1274,31,1274,47,1274,56,1274,76,1274,69,1274,84,1274,101
1276.8,119,1276.8,36,1276.8,44,1276.8,68,1276.8,72,1276.8,74,1276.8,90,1276.8,92
1279.7,113,1279.7,33,1279.7,61,1279.7,79,1279.7,87,1279.7,109,1279.7,89,1279.7,95
1282.5,115,1282.5,29,1282.5,50,1282.5,80,1282.5,83,1282.5,99,1282.5,90,1282.5,116
1285.3,108,1285.3,35,1285.3,52,1285.3,65,1285.3,74,1285.3,96,1285.3,88,1285.3,112
1288.2,111,1288.2,34,1288.2,48,1288.2,86,1288.2,84,1288.2,85,1288.2,102,1288.2,87
1291,112,1291,35,1291,45,1291,79,1291,109,1291,95,1291,95,1291,100
1293.9,118,1293.9,28,1293.9,40,1293.9,63,1293.9,75,1293.9,99,1293.9,109,1293.9,106
1296.7,93,1296.7,36,1296.7,50,1296.7,65,1296.7,88,1296.7,84,1296.7,79,1296.7,90
1299.5,105,1299.5,35,1299.5,41,1299.5,70,1299.5,76,1299.5,83,1299.5,83,1299.5,93
1302.4,86,1302.4,26,1302.4,37,1302.4,54,1302.4,77,1302.4,79,1302.4,86,1302.4,73
1305.2,89,1305.2,26,1305.2,42,1305.2,57,1305.2,66,1305.2,51,1305.2,76,1305.2,80
1308,81,1308,26,1308,34,1308,57,1308,68,1308,72,1308,54,1308,67
1310.9,72,1310.9,21,1310.9,26,1310.9,58,1310.9,57,1310.9,64,1310.9,70,1310.9,83
1313.7,54,1313.7,12,1313.7,33,1313.7,33,1313.7,41,1313.7,49,1313.7,66,1313.7,64
1316.5,50,1316.5,15,1316.5,23,1316.5,42,1316.5,45,1316.5,51,1316.5,54,1316.5,55
1319.4,57,1319.4,17,1319.4,18,1319.4,36,1319.4,46,1319.4,45,1319.4,45,1319.4,43
1322.2,50,1322.2,18,1322.2,22,1322.2,28,1322.2,46,1322.2,49,1322.2,43,1322.2,38
1325.1,32,1325.1,10,1325.1,13,1325.1,22,1325.1,30,1325.1,25,1325.1,36,1325.1,49
1327.9,38,1327.9,9,1327.9,17,1327.9,20,1327.9,25,1327.9,34,1327.9,27,1327.9,31
1330.7,24,1330.7,9,1330.7,14,1330.7,18,1330.7,17,1330.7,22,1330.7,30,1330.7,17
1333.6,23,1333.6,8,1333.6,10,1333.6,8,1333.6,14,1333.6,29,1333.6,23,1333.6,19
1336.4,17,1336.4,8,1336.4,6,1336.4,15,1336.4,18,1336.4,17,1336.4,21,1336.4,18
1339.2,20,1339.2,6,1339.2,5,1339.2,12,1339.2,15,1339.2,18,1339.2,18,1339.2,16
1342.1,15,1342.1,3,1342.1,9,1342.1,9,1342.1,11,1342.1,10,1342.1,15,1342.1,16
1344.9,10,1344.9,1,1344.9,5,1344.9,4,1344.9,3,1344.9,12,1344.9,6,1344.9,4
1347.7,5,1347.7,5,1347.7,3,1347.7,4,1347.7,8,1347.7,11,1347.7,11,1347.7,9
1350.6,8,1350.6,2,1350.6,2,1350.6,8,1350.6,3,1350.6,10,1350.6,4,1350.6,4
1353.4,5,1353.4,4,1353.4,2,1353.4,5,1353.4,8,1353.4,6,1353.4,7,1353.4,10
1356.3,9,1356.3,5,1356.3,3,1356.3,2,1356.3,7,1356.3,3,1356.3,7,1356.3,3
1359.1,4,1359.1,3,1359.1,2,1359.1,1,1359.1,7,1359.1,2,1359.1,6,1359.1,4
1361.9,7,1361.9,0,1361.9,2,1361.9,3,1361.9,4,1361.9,2,1361.9,4,1361.9,1
1364.8,7,1364.8,3,1364.8,3,1364.8,5,1364.8,3,1364.8,5,1364.8,4,1364.8,6
1367.6,3,1367.6,1,1367.6,5,1367.6,6,1367.6,1,1367.6,4,1367.6,7,1367.6,3
1370.4,5,1370.4,3,1370.4,2,1370.4,4,1370.4,2,1370.4,2,1370.4,3,1370.4,2
1373.3,2,1373.3,2,1373.3,1,1373.3,1,1373.3,2,1373.3,1,1373.3,3,1373.3,3
1376.1,0,1376.1,4,1376.1,3,1376.1,2,1376.1,1,1376.1,2,1376.1,3,1376.1,0
1378.9,2,1378.9,0,1378.9,4,1378.9,0,1378.9,1,1378.9,2,1378.9,2,1378.9,4
1381.8,2,1381.8,3,1381.8,0,1381.8,2,1381.8,4,1381.8,2,1381.8,2,1381.8,0
1384.6,1,1384.6,0,1384.6,5,1384.6,1,1384.6,0,1384.6,3,1384.6,2,1384.6,4
1387.5,2,1387.5,0,1387.5,2,1387.5,0,1387.5,4,1387.5,4,1387.5,0,1387.5,1
1390.3,2,1390.3,0,1390.3,1,1390.3,1,1390.3,3,1390.3,0,1390.3,0,1390.3,1
1393.1,375,1393.1,270,1393.1,284,1393.1,327,1393.1,340,1393.1,356,1393.1,395,1393.1,367
